voltage mean,voltage std,CC charge time,current mean,current std,CV charge time,capacity
4.095209091,0.056995367,304.92,0.226235153,0.107912971,1415.16,1.611
4.095329054,0.056842648,304.08,0.226293687,0.10789021,1420.38,1.609
4.095442953,0.057008382,305.94,0.226548879,0.10795247,1424.28,1.607
4.095417114,0.056901051,306.18,0.225693005,0.107573153,1443.36,1.604
4.094822742,0.056916357,307.08,0.225992006,0.10764986,1442.88,1.604
4.095106081,0.056938094,304.14,0.22542039,0.107523832,1425.18,1.605
4.095310508,0.057038441,303,0.225504469,0.107463278,1405.56,1.604
4.095392203,0.057022403,302.94,0.225603292,0.107342022,1408.8,1.602
4.095514576,0.057033197,303.12,0.22562146,0.10760437,1410.78,1.6
4.095392568,0.056872594,304.08,0.226208471,0.107405558,1432.38,1.597
